0.0,15.0,0.011225052498611832,2.0
67.0,69.0,0.011827601120190878,2.0
75.0,81.0,0.014307459611888673,3.0
25.0,83.0,0.015291017463249642,4.0
77.0,79.0,0.023325643130374663,2.0
12.0,14.0,0.03781458050462627,2.0
70.0,82.0,0.04531708143984153,3.0
72.0,74.0,0.04612417682286618,2.0
17.0,19.0,0.049104633759661676,2.0
20.0,34.0,0.05499404913661998,2.0
71.0,73.0,0.05873504580897326,2.0
24.0,54.0,0.06046526943405017,2.0
57.0,59.0,0.08466288370673403,2.0
33.0,89.0,0.08831040634855275,3.0
86.0,92.0,0.09521667970980702,4.0
5.0,84.0,0.10039792696572514,5.0
90.0,95.0,0.10828754371506993,6.0
64.0,97.0,0.1259936265701338,7.0
27.0,94.0,0.12832727366605898,4.0
7.0,9.0,0.14163801373403662,2.0
35.0,96.0,0.144636118852059,6.0
37.0,99.0,0.14604833777227177,5.0
11.0,13.0,0.1530497759797631,2.0
55.0,101.0,0.155024020710968,7.0
47.0,49.0,0.16455426868499357,2.0
45.0,104.0,0.1697130872111208,8.0
26.0,76.0,0.18413333830875633,2.0
22.0,32.0,0.19329831109774143,2.0
98.0,108.0,0.19713977086586565,9.0
6.0,107.0,0.19722036687685884,3.0
2.0,4.0,0.20402174630088454,2.0
29.0,30.0,0.20413207820310175,2.0
80.0,85.0,0.20706872915417845,3.0
88.0,91.0,0.20851345383083886,4.0
60.0,93.0,0.2129211962653888,3.0
87.0,102.0,0.22585896408045678,8.0
52.0,58.0,0.22997180755459923,2.0
50.0,105.0,0.23354050667326742,3.0
51.0,53.0,0.24178408495173054,2.0
106.0,110.0,0.24913814433935264,11.0
1.0,3.0,0.25412772735919575,2.0
18.0,109.0,0.2687260765944269,10.0
21.0,23.0,0.27334638563492375,2.0
114.0,116.0,0.2805519901170046,12.0
41.0,43.0,0.2836771696284377,2.0
10.0,100.0,0.2873559069179922,3.0
62.0,68.0,0.2968383955358789,2.0
117.0,122.0,0.3001562044814081,12.0
42.0,44.0,0.3067956423556051,2.0
56.0,120.0,0.30977232715149355,12.0
39.0,40.0,0.3188284357134097,2.0
124.0,130.0,0.32756328756480974,24.0
48.0,128.0,0.3425070952344857,13.0
115.0,119.0,0.3581607878890262,5.0
112.0,132.0,0.375693022153573,26.0
61.0,63.0,0.3757018928042184,2.0
111.0,133.0,0.39677048972743356,15.0
118.0,135.0,0.403384568977207,29.0
134.0,138.0,0.4283484655184009,34.0
65.0,66.0,0.4379491937966252,2.0
38.0,137.0,0.4461496011021217,16.0
16.0,46.0,0.44664899559426596,2.0
31.0,121.0,0.44849825604431415,3.0
103.0,123.0,0.45467689863934213,4.0
136.0,139.0,0.4550835921103178,36.0
78.0,141.0,0.46296679869786544,17.0
126.0,131.0,0.46587797814417675,5.0
145.0,146.0,0.49204636271129704,53.0
36.0,142.0,0.520415413148748,3.0
147.0,148.0,0.536181615911716,58.0
113.0,125.0,0.5499833459824817,5.0
143.0,144.0,0.5646159127859405,7.0
150.0,151.0,0.5700108314063256,63.0
149.0,153.0,0.5908935881266486,66.0
8.0,28.0,0.5934012432443705,2.0
127.0,154.0,0.5960725291254542,68.0
152.0,156.0,0.6139329821148919,75.0
140.0,157.0,0.6215746742288172,77.0
129.0,158.0,0.6410729513746332,79.0
155.0,159.0,0.6872688387430081,81.0
