8.0,9.0,0.27453915378073557,2.0
12.0,13.0,0.3023394586224848,2.0
10.0,11.0,0.32436050602238853,2.0
20.0,22.0,0.40378305506058887,4.0
2.0,3.0,0.41383575574176856,2.0
4.0,5.0,0.4418542612578368,2.0
6.0,7.0,0.45567167879914006,2.0
21.0,23.0,0.4833487738494466,6.0
24.0,25.0,0.5516945164886697,4.0
26.0,27.0,0.6116034848944052,8.0
28.0,29.0,0.6455147291116615,12.0
17.0,18.0,0.7445516661916567,2.0
19.0,31.0,0.7537068152587911,3.0
15.0,30.0,0.7585844633963964,13.0
14.0,33.0,0.7627759552921867,14.0
16.0,32.0,0.7755293799601845,4.0
34.0,35.0,0.8012720844511829,18.0
0.0,36.0,0.8517292108587239,19.0
1.0,37.0,0.9727733774736198,20.0
